item_id,item_type,source_table,source_id,item_label,current_value,knowledge_status,knowledge_method,evidence_level,recommended_sources,rationale,direct_expert_validation,optional_expert_review
KVI-0078,ingredient_master,ingredients_master.csv,78,Sodium Lactate,group=humectant; function=humectant,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0079,ingredient_master,ingredients_master.csv,79,Polysorbate 20,group=surfactant; function=surfactant,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0080,ingredient_master,ingredients_master.csv,80,Carbomer,group=thickener; function=viscosity controlling,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0081,ingredient_master,ingredients_master.csv,81,Xanthan Gum,group=thickener; function=viscosity controlling,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0082,ingredient_master,ingredients_master.csv,82,Phenoxyethanol,group=preservative; function=preservative,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0083,ingredient_master,ingredients_master.csv,83,Ethylhexylglycerin,group=preservative; function=skin conditioning,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0084,ingredient_master,ingredients_master.csv,84,Disodium EDTA,group=chelating_agent; function=chelating,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0085,ingredient_master,ingredients_master.csv,85,Sodium Benzoate,group=preservative; function=preservative,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0086,ingredient_master,ingredients_master.csv,86,Potassium Sorbate,group=preservative; function=preservative,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0087,ingredient_master,ingredients_master.csv,87,Citric Acid,group=ph_adjuster; function=buffering,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0088,ingredient_master,ingredients_master.csv,88,Sodium Hydroxide,group=ph_adjuster; function=buffering,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0089,ingredient_master,ingredients_master.csv,89,Oryza Sativa Bran Extract,group=active; function=skin conditioning,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0090,ingredient_master,ingredients_master.csv,90,Saccharide Isomerate,group=humectant; function=humectant,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0091,ingredient_master,ingredients_master.csv,91,Hydroxyethyl Urea,group=humectant; function=humectant,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0092,ingredient_master,ingredients_master.csv,92,Sodium Polyglutamate,group=humectant; function=humectant,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0093,ingredient_master,ingredients_master.csv,93,N-Acetyl Glucosamine,group=active; function=skin conditioning,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0094,ingredient_master,ingredients_master.csv,94,Piroctone Olamine,group=active; function=skin conditioning,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0095,ingredient_master,ingredients_master.csv,95,Succinic Acid,group=active; function=skin conditioning,source_documented,trusted_source_literature_review,source_supported_seed,CosIng;COSMILE;CosmeticsInfo;Open Beauty Facts,"Nama, kategori, dan fungsi ingredient disusun dari seed terkurasi serta dicocokkan dengan sumber kosmetik tepercaya bila tersedia.",not_performed,available_if_required
KVI-0096,ingredient_benefit,ingredient_benefits.csv,1,Niacinamide -> oil_control,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0097,ingredient_benefit,ingredient_benefits.csv,2,Niacinamide -> brightening,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0098,ingredient_benefit,ingredient_benefits.csv,3,Niacinamide -> barrier_repair,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0099,ingredient_benefit,ingredient_benefits.csv,4,Niacinamide -> basic_support,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0100,ingredient_benefit,ingredient_benefits.csv,5,Glycerin -> hydrating,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0101,ingredient_benefit,ingredient_benefits.csv,6,Glycerin -> basic_support,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0102,ingredient_benefit,ingredient_benefits.csv,7,Hyaluronic Acid -> hydrating,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0103,ingredient_benefit,ingredient_benefits.csv,8,Hyaluronic Acid -> basic_support,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0104,ingredient_benefit,ingredient_benefits.csv,9,Sodium Hyaluronate -> hydrating,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0105,ingredient_benefit,ingredient_benefits.csv,10,Sodium Hyaluronate -> basic_support,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0106,ingredient_benefit,ingredient_benefits.csv,11,Beta-Glucan -> hydrating,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0107,ingredient_benefit,ingredient_benefits.csv,12,Beta-Glucan -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0108,ingredient_benefit,ingredient_benefits.csv,13,Beta-Glucan -> barrier_repair,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0109,ingredient_benefit,ingredient_benefits.csv,14,Aloe Barbadensis Leaf Juice -> hydrating,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0110,ingredient_benefit,ingredient_benefits.csv,15,Aloe Barbadensis Leaf Juice -> soothing,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0111,ingredient_benefit,ingredient_benefits.csv,16,Urea -> hydrating,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0112,ingredient_benefit,ingredient_benefits.csv,17,Urea -> basic_support,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0113,ingredient_benefit,ingredient_benefits.csv,18,Sodium PCA -> hydrating,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0114,ingredient_benefit,ingredient_benefits.csv,19,Sodium PCA -> basic_support,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0115,ingredient_benefit,ingredient_benefits.csv,20,Ceramide NP -> barrier_repair,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0116,ingredient_benefit,ingredient_benefits.csv,21,Ceramide NP -> basic_support,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0117,ingredient_benefit,ingredient_benefits.csv,22,Ceramide AP -> barrier_repair,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0118,ingredient_benefit,ingredient_benefits.csv,23,Ceramide AP -> basic_support,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0119,ingredient_benefit,ingredient_benefits.csv,24,Ceramide EOP -> barrier_repair,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0120,ingredient_benefit,ingredient_benefits.csv,25,Ceramide EOP -> basic_support,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0121,ingredient_benefit,ingredient_benefits.csv,26,Cholesterol -> barrier_repair,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0122,ingredient_benefit,ingredient_benefits.csv,27,Cholesterol -> basic_support,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0123,ingredient_benefit,ingredient_benefits.csv,28,Linoleic Acid -> barrier_repair,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0124,ingredient_benefit,ingredient_benefits.csv,29,Linoleic Acid -> basic_support,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0125,ingredient_benefit,ingredient_benefits.csv,30,Panthenol -> hydrating,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0126,ingredient_benefit,ingredient_benefits.csv,31,Panthenol -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0127,ingredient_benefit,ingredient_benefits.csv,32,Panthenol -> barrier_repair,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0128,ingredient_benefit,ingredient_benefits.csv,33,Squalane -> barrier_repair,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0129,ingredient_benefit,ingredient_benefits.csv,34,Squalane -> basic_support,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0130,ingredient_benefit,ingredient_benefits.csv,35,Allantoin -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0131,ingredient_benefit,ingredient_benefits.csv,36,Allantoin -> barrier_repair,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0132,ingredient_benefit,ingredient_benefits.csv,37,Centella Asiatica Extract -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0133,ingredient_benefit,ingredient_benefits.csv,38,Centella Asiatica Extract -> barrier_repair,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0134,ingredient_benefit,ingredient_benefits.csv,39,Madecassoside -> soothing,strength_score=9,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0135,ingredient_benefit,ingredient_benefits.csv,40,Madecassoside -> barrier_repair,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0136,ingredient_benefit,ingredient_benefits.csv,41,Bisabolol -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0137,ingredient_benefit,ingredient_benefits.csv,42,Camellia Sinensis Leaf Extract -> soothing,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0138,ingredient_benefit,ingredient_benefits.csv,43,Camellia Sinensis Leaf Extract -> oil_control,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0139,ingredient_benefit,ingredient_benefits.csv,44,Camellia Sinensis Leaf Extract -> basic_support,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0140,ingredient_benefit,ingredient_benefits.csv,45,Avena Sativa Kernel Extract -> soothing,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0141,ingredient_benefit,ingredient_benefits.csv,46,Avena Sativa Kernel Extract -> barrier_repair,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0142,ingredient_benefit,ingredient_benefits.csv,47,Zinc PCA -> oil_control,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0143,ingredient_benefit,ingredient_benefits.csv,48,Zinc PCA -> acne_care,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0144,ingredient_benefit,ingredient_benefits.csv,49,Kaolin -> oil_control,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0145,ingredient_benefit,ingredient_benefits.csv,50,Charcoal Powder -> oil_control,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0146,ingredient_benefit,ingredient_benefits.csv,51,Salicylic Acid -> acne_care,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0147,ingredient_benefit,ingredient_benefits.csv,52,Salicylic Acid -> exfoliating,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0148,ingredient_benefit,ingredient_benefits.csv,53,Azelaic Acid -> acne_care,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0149,ingredient_benefit,ingredient_benefits.csv,54,Azelaic Acid -> brightening,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0150,ingredient_benefit,ingredient_benefits.csv,55,Azelaic Acid -> soothing,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0151,ingredient_benefit,ingredient_benefits.csv,56,Sulfur -> acne_care,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0152,ingredient_benefit,ingredient_benefits.csv,57,Sulfur -> oil_control,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0153,ingredient_benefit,ingredient_benefits.csv,58,Lactic Acid -> exfoliating,strength_score=7,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0154,ingredient_benefit,ingredient_benefits.csv,59,Lactic Acid -> brightening,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0155,ingredient_benefit,ingredient_benefits.csv,60,Lactic Acid -> hydrating,strength_score=4,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0156,ingredient_benefit,ingredient_benefits.csv,61,Mandelic Acid -> exfoliating,strength_score=6,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0157,ingredient_benefit,ingredient_benefits.csv,62,Mandelic Acid -> brightening,strength_score=5,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
KVI-0158,ingredient_benefit,ingredient_benefits.csv,63,Glycolic Acid -> exfoliating,strength_score=8,source_documented,trusted_source_literature_review,source_supported_seed,COSMILE;CosmeticsInfo;CosIng;curated literature synthesis,"Benefit tag dan skor digunakan sebagai bobot keputusan fuzzy, bukan klaim medis atau jaminan hasil.",not_performed,available_if_required
